Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
Jaylen Morris\morrija01,SG,26,SAS,3,16,-11.4,0.129,0.333,0.667,0,13.3,6.5,13.9,0,0,11.4,23.1,,-0.1,0,-0.1,-0.375,,-15.8,-5.7,-21.5,-0.1
Marcus Morris\morrima03,PF,32,LAC,49,1421,14,0.548,0.391,0.211,2,14.1,8.2,11.8,0.9,0.9,8.3,23.6,,0.9,1.3,2.2,0.074,,-0.1,-1.2,-1.3,0.3
Markieff Morris\morrima02,PF,32,MIA,16,273,10.2,0.551,0.317,0.087,6.7,10.6,8.7,11.1,0.6,0.4,15.6,20.9,,0,0.2,0.2,0.04,,-2,-0.8,-2.8,-0.1
Monte Morris\morrimo01,PG,26,DEN,69,2053,14.8,0.585,0.404,0.105,1.2,9.7,5.6,21,1.2,0.6,8.5,17.6,,3.6,1.4,5,0.117,,0.9,-0.9,0,1.1
Emmanuel Mudiay\mudiaem01,PG,25,SAC,2,11,12.4,0.399,0,2,0,0,0,43.2,4.4,0,21,18.5,,0,0,0,0.026,,-2.6,1.4,-1.2,0
Mychal Mulder\muldemy01,PG,27,ORL,15,195,2.2,0.405,0.687,0.03,1.1,10.3,5.7,2.2,1,0.5,10.5,16.8,,-0.5,0.1,-0.4,-0.09,,-6.8,-1.7,-8.5,-0.3
Ade Murkey\murkead01,SG,24,SAC,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.018,,-7.4,-2.4,-9.8,0
Trey Murphy III\murphtr02,SF,21,NOP,54,705,11.5,0.539,0.681,0.174,5.7,12.8,9.2,7.1,1.3,1,5,14.7,,0.9,0.5,1.4,0.096,,-0.5,-1,-1.5,0.1
Dejounte Murray\murrade01,PG,25,SAS,65,2258,22.2,0.526,0.231,0.19,3.6,21.8,12.6,40.9,2.8,0.8,11.7,27.2,,3.7,3.2,6.9,0.146,,3.5,1.7,5.2,4.1
Mike Muscala\muscami01,C,30,OKC,43,592,19.8,0.63,0.657,0.23,3.6,19,11.1,6.2,1.5,4.1,4.9,20.9,,1.4,0.7,2.1,0.174,,3.9,1.1,5,1.1
Svi Mykhailiuk\mykhasv01,SF,24,TOR,54,704,9.8,0.512,0.564,0.163,2.9,11.7,7.1,9,1.7,0.6,11,16.6,,0.2,0.6,0.8,0.055,,-2.5,-0.4,-2.9,-0.2
Abdel Nader\naderab01,SF,28,PHO,14,145,4.9,0.431,0.4,0.286,3.1,16.5,10,5.9,2.7,2.4,21.8,15,,-0.3,0.3,0,-0.009,,-7,2.1,-4.8,-0.1
Larry Nance Jr.\nancela02,PF,29,TOT,39,895,14.6,0.584,0.304,0.246,7.1,20.3,13.5,12,2.1,1.9,10.9,12.4,,1.4,0.7,2.1,0.11,,-0.2,0.6,0.4,0.5
Larry Nance Jr.\nancela02,PF,29,POR,37,858,14.5,0.581,0.313,0.247,7.2,20,13.3,12.4,2.2,1.5,11,12.4,,1.3,0.6,1.9,0.108,,-0.2,0.6,0.4,0.5
Larry Nance Jr.\nancela02,PF,29,NOP,2,37,17.2,0.658,0.111,0.222,5.9,27.2,16.4,3.9,0,10.4,9.2,12.6,,0.1,0.1,0.1,0.162,,0.1,1.5,1.7,0
RJ Nembhard Jr.\nembhrj01,SG,22,CLE,12,57,8.9,0.422,0.125,0.25,4,5.7,4.8,27,0,0,10.1,15.3,,0,0,0.1,0.044,,-3.7,-1.9,-5.7,-0.1
Aaron Nesmith\nesmiaa01,SF,22,BOS,46,478,6.1,0.471,0.617,0.123,3.2,13.9,8.7,5.3,1.5,0.8,13.8,17.4,,-0.6,0.7,0.1,0.013,,-5.5,0.2,-5.3,-0.4
Raul Neto\netora01,PG,29,WAS,63,1312,12.5,0.531,0.27,0.239,1.1,9.8,5.5,23.5,2,0.2,13.5,18.3,,0.7,0.8,1.5,0.054,,-2.5,-0.5,-3,-0.4
Malik Newman\newmama01,PG,24,CLE,1,8,28.8,0.68,0.2,0.4,0,13.5,6.9,28,0,0,14.5,38,,0,0,0,0.186,,6.4,0.1,6.5,0
Georges Niang\niangge01,PF,28,PHI,69,1604,10.9,0.588,0.678,0.106,1.6,11.5,6.6,9.4,0.8,0.7,8.8,17,,1.5,1.2,2.7,0.08,,-0.7,-1.1,-1.8,0.1
Daishen Nix\nixda01,SG,19,HOU,18,181,11.9,0.543,0.356,0.378,2.4,12.2,7.3,23.6,3.2,0,22.2,15.9,,0,0.1,0.2,0.042,,-3.3,-0.1,-3.4,-0.1
Zeke Nnaji\nnajize01,PF,21,DEN,40,671,14.3,0.649,0.429,0.35,9.4,14.5,12.1,3.1,1.2,1.8,9.7,14.8,,1.3,0.6,1.9,0.136,,-0.2,-1.4,-1.6,0.1
Nerlens Noel\noelne01,C,27,NYK,25,562,11.9,0.581,0.05,0.5,9,18.1,13.5,5.7,2.7,5.4,21.5,7.3,,0.5,1,1.5,0.125,,-3,3.2,0.2,0.3
Jaylen Nowell\nowelja01,SG,22,MIN,56,864,17,0.577,0.373,0.213,2.5,11.6,7,21,1.3,0.7,7,20.9,,2,0.7,2.6,0.146,,1.4,-0.6,0.8,0.6
Frank Ntilikina\ntilila01,PG,23,DAL,54,671,10.2,0.509,0.5,0.115,2,11,6.4,14.9,2,0.9,11.9,17.4,,0,0.9,0.9,0.063,,-3,0.8,-2.2,0
Jusuf Nurkić\nurkiju01,C,27,POR,56,1579,20.2,0.586,0.093,0.447,11.2,32.5,21.5,16.5,1.9,2.1,16.6,23.5,,2.1,1.7,3.8,0.115,,0.2,0.2,0.4,1
David Nwaba\nwabada01,SF,29,HOU,45,596,15.4,0.568,0.276,0.385,7.4,20.2,13.8,8.5,2.2,2.9,9.4,16,,0.8,0.5,1.3,0.106,,-0.6,-0.1,-0.7,0.2
Jordan Nwora\nworajo01,SF,23,MIL,58,1091,9.7,0.502,0.506,0.062,3.4,16,9.9,7.1,1.1,1.3,10.6,18.9,,-0.4,1,0.6,0.026,,-2.7,-1.1,-3.9,-0.5
Royce O'Neale\onealro01,SF,28,UTA,70,2204,11.2,0.636,0.691,0.129,2.9,13.8,8.5,10.7,1.9,1.3,13.9,9.8,,3.1,2.5,5.6,0.123,,-0.3,1.8,1.5,1.9
Semi Ojeleye\ojelese01,PF,27,TOT,30,406,6.7,0.438,0.505,0.293,7.2,11.9,9.6,2.9,0.8,1.4,7.5,12.8,,-0.1,0.3,0.3,0.03,,-4.1,-1.7,-5.8,-0.4
Semi Ojeleye\ojelese01,PF,27,MIL,20,308,5,0.376,0.586,0.186,8.8,11,9.9,2,0.8,1.6,6.2,11.2,,-0.1,0.2,0.1,0.013,,-4.8,-1.8,-6.6,-0.4
Semi Ojeleye\ojelese01,PF,27,LAC,10,98,12.1,0.569,0.31,0.552,2.2,14.7,8.6,5.8,1,0.9,10,18,,0.1,0.1,0.2,0.085,,-1.8,-1.6,-3.4,0
Chuma Okeke\okekech01,PF,23,ORL,63,1552,12.2,0.502,0.628,0.121,2.9,17.9,10.4,10.2,2.7,2.2,8.8,16.2,,-0.1,2.2,2,0.063,,-1.6,1.6,0.1,0.8
Josh Okogie\okogijo01,SG,23,MIN,44,464,7.6,0.491,0.489,0.456,5.8,9.6,7.7,5.7,2.2,2.1,16.3,11.6,,-0.1,0.5,0.4,0.044,,-4.1,0.9,-3.2,-0.1
Onyeka Okongwu\okongon01,C,21,ATL,40,823,20.1,0.72,0,0.472,13,16.8,14.9,7.2,1.4,5.9,14.5,14.6,,2.5,0.8,3.4,0.197,,0,0.5,0.5,0.5
Isaac Okoro\okorois01,SF,21,CLE,59,1750,10.4,0.588,0.375,0.348,4.2,7.2,5.7,8.6,1.3,0.9,10.9,13,,2.1,1.7,3.8,0.104,,-2.3,0.7,-1.7,0.1
KZ Okpala\okpalkz01,PF,22,MIA,21,244,10.5,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3,6.3,14.4,,0.2,0.3,0.5,0.097,,-3.1,0.3,-2.8,-0.1
Victor Oladipo\oladivi01,SG,29,MIA,6,110,6.9,0.446,0.4,0.15,1,9.1,5.1,22.9,0.5,1,14.1,20.1,,-0.1,0.1,0,-0.006,,-3.8,-1.4,-5.2,-0.1
Cameron Oliver\oliveca01,SF,25,ATL,2,43,21.6,0.705,0.2,0.2,5.1,10.1,7.6,11.2,1.1,2.1,0,16.6,,0.2,0,0.2,0.218,,2.4,-0.6,1.8,0
Kelly Olynyk\olynyke01,C,30,DET,35,667,16.1,0.551,0.416,0.288,7.6,18.7,12.9,21.9,2,2.2,15.2,21.9,,0.6,0.7,1.3,0.092,,0.1,0.8,1,0.5
Eugene Omoruyi\omorueu01,SF,24,DAL,4,18,17.1,0.518,0.4,0.8,12.2,30.9,21.5,15.9,0,0,0,16.9,,0.1,0,0.1,0.202,,3.3,0.7,4,0
Miye Oni\onimi01,SG,24,UTA,16,44,0.4,0.265,0.889,0.111,2.6,14.4,8.7,14.3,0,0,9.6,10.3,,-0.1,0,0,-0.033,,-7.6,-0.3,-7.9,-0.1
Cedi Osman\osmande01,SF,26,CLE,60,1341,12.8,0.55,0.625,0.218,1.9,8.5,5.3,13.8,1.9,0.5,9.3,21.2,,1,1.5,2.5,0.089,,-0.6,0.5,-0.1,0.7
Daniel Oturu\oturuda01,C,22,TOR,3,27,13.5,0.549,0.167,0.833,3.8,17,10,0,0,7.2,0,13,,0,0,0.1,0.119,,-2.6,-2.7,-5.3,0
Kelly Oubre Jr.\oubreke01,SF,26,CHO,68,1832,14.9,0.554,0.591,0.198,4.2,11.6,7.8,6.2,1.9,1.5,6.5,23.4,,1.5,1.3,2.9,0.075,,0.1,-1.6,-1.5,0.2
Jaysean Paige\paigeja01,PG,27,DET,1,7,-22.3,0,0.667,0,0,16.2,7.7,18.2,0,0,25,24.5,,-0.1,0,-0.1,-0.573,,-25.1,-6.5,-31.6,0
Trayvon Palmer\palmetr01,SG,27,DET,1,17,-5.7,0,0,0,0,13.3,6.3,0,0,0,50,5,,-0.1,0,0,-0.133,,-13.2,-1.9,-15,-0.1
Kevin Pangos\pangoke01,PG,29,CLE,24,166,6.5,0.408,0.565,0.087,1.4,5.8,3.7,24.7,0.9,0,12.8,14.6,,-0.1,0.1,0.1,0.02,,-4.7,-1.4,-6.1,-0.2
Jabari Parker\parkeja01,PF,26,BOS,12,112,15,0.632,0.421,0.237,4.9,21.6,13.4,8,1.8,0.8,16,19.7,,0.1,0.2,0.3,0.143,,-0.3,1,0.6,0.1
Eric Paschall\pascher01,PF,25,UTA,53,691,13.9,0.615,0.479,0.382,4.8,11,8,7.3,0.6,0.6,9.6,17.7,,1.4,0.5,1.8,0.128,,0.5,-1,-0.5,0.3
Chris Paul\paulch01,PG,36,PHO,59,1946,21,0.581,0.273,0.279,0.9,13.2,7.3,44,2.7,0.9,15.6,20,,5.4,3.2,8.6,0.212,,3.2,2.2,5.4,3.6
Cameron Payne\payneca01,PG,27,PHO,52,1168,14.1,0.504,0.357,0.165,2,12,7.1,30.1,1.4,1.2,14,24.8,,0.3,1.5,1.9,0.077,,-0.2,0.2,0,0.6
Elfrid Payton\paytoel01,PG,27,PHO,47,514,8.2,0.401,0.101,0.189,4.5,13,8.9,23.2,2.3,1,20.7,18.3,,-0.9,0.8,-0.1,-0.006,,-4.3,1.3,-2.9,-0.1
Gary Payton II\paytoga02,PG,29,GSW,63,1085,18.4,0.683,0.362,0.184,6.7,15.2,11.1,7.3,3.9,1.6,9.9,14.7,,2.3,2.3,4.6,0.204,,0.6,3.5,4,1.7
Norvel Pelle\pelleno01,C,28,UTA,3,19,12.3,0.6,0,0,17.9,16.7,17.3,0,0,4.6,28.6,16.1,,0,0,0,0.038,,-2.9,-4.2,-7.1,0
Reggie Perry\perryre01,PF,21,TOT,3,51,7.8,0.597,0.2,0.2,4.2,13.3,8.6,5.5,1,0,8.4,10.1,,0.1,0,0.1,0.064,,-5.2,-1.9,-7.1,-0.1
Reggie Perry\perryre01,PF,21,POR,2,41,8.6,0.557,0.222,0.222,5.2,13.8,9.4,6.9,1.2,0,9.2,11.5,,0,0,0.1,0.059,,-4.7,-2.1,-6.7,0
Reggie Perry\perryre01,PF,21,IND,1,10,4.3,1,0,0,0,11.2,5.5,0,0,0,0,4.3,,0,0,0,0.083,,-7.6,-1.1,-8.8,0
Jamorko Pickett\pickeja01,PF,24,DET,10,94,3.8,0.404,0.692,0,4.4,14.5,9.2,4.5,0,2.9,10.3,13.2,,-0.1,0,-0.1,-0.039,,-5,-2.7,-7.7,-0.1
Theo Pinson\pinsoth01,SF,26,DAL,16,120,8.1,0.415,0.781,0.125,0.9,16.7,8.7,14.8,1.7,1.5,5.6,13.4,,0,0.2,0.1,0.057,,-3.6,1.2,-2.4,0
Mason Plumlee\plumlma01,C,31,CHO,65,1621,15,0.597,0.007,0.549,10.4,24,17.1,16.9,1.6,2.7,19.5,11.6,,2.6,1.9,4.5,0.132,,-1.3,1.6,0.3,0.9
Jakob Poeltl\poeltja01,C,26,SAS,62,1803,20.9,0.609,0.002,0.288,14.1,19.2,16.6,14.1,1.1,5.1,13,18.4,,4,2.2,6.2,0.166,,0.9,0.6,1.6,1.6
Aleksej Pokusevski\pokusal01,PF,20,OKC,58,1127,12,0.48,0.424,0.112,6.3,20.7,13.4,13.9,1.6,3,15.2,19.9,,-1,1.4,0.4,0.017,,-2.9,0.1,-2.8,-0.2
Yves Pons\ponsyv01,SF,22,MEM,9,32,5.1,0.425,0.4,0.4,9.6,9.9,9.8,0,0,0,0,7.5,,0,0,0,0.04,,-3.5,-2.6,-6.1,0
Jordan Poole\poolejo01,SG,22,GSW,68,2012,15.8,0.602,0.548,0.235,1.6,9.8,5.8,20.1,1.3,0.9,13.9,25.2,,2.7,2.4,5.2,0.124,,1.1,-0.4,0.7,1.4
Kevin Porter Jr.\porteke02,PG,21,HOU,54,1639,11.9,0.513,0.511,0.248,2.3,12.2,7.3,30.3,1.7,1,19,23.4,,-0.7,0.6,-0.1,-0.003,,-1.1,-1.7,-2.8,-0.3
Michael Porter Jr.\portemi01,SF,23,DEN,9,265,7.6,0.416,0.466,0.087,3.9,20.4,12.4,9,1.9,0.7,10.1,19.7,,-0.5,0.3,-0.2,-0.03,,-3.9,0.4,-3.4,-0.1
Otto Porter Jr.\porteot01,PF,28,GSW,58,1255,16.6,0.585,0.529,0.146,6.9,20.8,14.1,10.2,2.5,2.1,7.7,15.4,,2.1,2.5,4.6,0.176,,1.3,2.2,3.6,1.8
Bobby Portis\portibo01,C,26,MIL,65,1860,17.7,0.571,0.393,0.141,9.6,23.9,16.9,6.4,1.2,2.6,9.3,21.3,,2.7,2.5,5.1,0.133,,1.1,-1,0.1,1
Kristaps Porziņģis\porzikr01,PF,26,TOT,44,1276,23.3,0.574,0.335,0.372,7.4,22.2,14.8,12.8,1.3,5.2,8.3,28.9,,2.7,2.1,4.8,0.181,,2.9,0.7,3.6,1.8
Kristaps Porziņģis\porzikr01,PF,26,DAL,34,1002,22,0.561,0.341,0.335,7,21.9,14.4,11.9,1.3,5.3,8.3,28.5,,1.6,1.8,3.4,0.164,,2.3,0.8,3,1.3
Kristaps Porziņģis\porzikr01,PF,26,WAS,10,274,28.1,0.619,0.314,0.507,9,23.4,16.3,16.3,1.4,4.6,8.1,30.2,,1,0.3,1.4,0.241,,5.2,0.4,5.6,0.5
Micah Potter\pottemi01,C,23,DET,3,31,13.7,0.505,0.182,0.182,13.3,18.3,15.7,0,1.6,2.9,7.8,17.8,,0,0,0,0.075,,-4,-3.1,-7.1,0
Dwight Powell\poweldw01,C,30,DAL,74,1591,17.7,0.714,0.102,0.501,10.9,13.4,12.1,8.4,1.1,1.9,11.1,13.7,,5.2,2,7.1,0.216,,0.3,0.6,0.9,1.2
Myles Powell\powelmy01,PG,24,PHI,11,52,0.3,0.364,0.353,0.118,2.2,10.5,6.4,8.1,1,0,14.4,18.1,,-0.2,0,-0.1,-0.108,,-10.5,-2.2,-12.7,-0.1
Norman Powell\powelno01,SF-SG,28,TOT,43,1413,15.9,0.595,0.416,0.373,1.5,9.6,5.4,10.8,1.4,1.3,9,22.9,,2.2,0.4,2.6,0.09,,1,-1.6,-0.6,0.5
Norman Powell\powelno01,SF,28,POR,40,1333,15.4,0.593,0.423,0.365,1.4,9.7,5.4,9.9,1.5,1.3,9,22.4,,2,0.3,2.3,0.082,,0.6,-1.6,-1,0.3
Norman Powell\powelno01,SG,28,LAC,3,80,24.9,0.62,0.333,0.476,4.1,7.7,5.9,26.3,1.2,2.1,9,30.6,,0.3,0.1,0.4,0.22,,6,-0.8,5.2,0.1
Joshua Primo\primojo01,SG,19,SAS,42,763,7.7,0.495,0.533,0.21,4.1,9.3,6.7,9.9,0.9,2.2,15.5,15,,-0.3,0.5,0.2,0.011,,-3.5,-1.2,-4.6,-0.5
Taurean Prince\princta02,PF,27,MIN,63,1050,12.8,0.596,0.596,0.206,2.1,14.1,8,8,2,2,11.2,17.1,,1,1.2,2.2,0.099,,-0.7,0.3,-0.4,0.4
Payton Pritchard\pritcpa01,SG,24,BOS,63,847,14.1,0.569,0.639,0.054,3,10.6,6.9,20.6,1.1,0.4,10.4,18.6,,1.3,1,2.3,0.133,,1.2,-0.2,1,0.7
Trevelin Queen\queentr01,SG,24,HOU,10,74,18.3,0.619,0.727,0.121,10.4,13.4,11.9,8.9,3.2,1.2,16.8,24,,0.1,0.1,0.1,0.082,,2.8,-0.9,2,0.1
Neemias Queta\quetane01,C,22,SAC,10,56,12.7,0.417,0,0.217,21,15.8,18.4,10.5,0.9,6.2,13.7,22.3,,0,0,0,0.006,,-5.3,-1.2,-6.5,-0.1
Immanuel Quickley\quickim01,PG,22,NYK,70,1553,14,0.545,0.556,0.281,1.8,12.2,6.9,22.5,1.5,0.2,11.4,21.6,,2,1.4,3.4,0.105,,-0.1,-0.2,-0.2,0.7
Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,134,8,0.468,0.31,0.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.1,,-0.1,0,-0.1,-0.045,,-3.4,-3.5,-6.9,-0.2
Julius Randle\randlju01,PF,27,NYK,69,2449,16.1,0.511,0.308,0.318,5.2,25.4,15.1,25,1,1.5,14.7,28.8,,0.1,3.1,3.2,0.062,,0.5,0.1,0.6,1.6
Austin Reaves\reaveau01,SG,23,LAL,54,1231,10.7,0.602,0.535,0.297,3,10.3,6.7,8.7,0.9,1.4,9.5,11.7,,1.6,0.7,2.3,0.089,,-1.7,-0.6,-2.3,-0.1
Cam Reddish\reddica01,SF,22,TOT,49,1012,12.9,0.543,0.451,0.275,2.7,8.6,5.7,7,2.3,1.4,11.1,22.2,,0.2,0.7,1,0.046,,-1,-0.4,-1.4,0.2
Cam Reddish\reddica01,SF,22,ATL,34,797,12.9,0.537,0.446,0.233,2.8,8.7,5.8,7,2.2,1.2,10.4,23.2,,0.1,0.5,0.6,0.033,,-0.8,-0.8,-1.5,0.1
Cam Reddish\reddica01,SF,22,NYK,15,215,13,0.575,0.477,0.492,2.4,8.1,5.2,7.1,2.8,1.8,14.1,18.8,,0.1,0.3,0.4,0.091,,-1.9,1.1,-0.9,0.1
Davon Reed\reedda01,SG,26,DEN,41,556,12.3,0.615,0.555,0.073,2.5,16,9.4,10.5,1.8,1,7.2,12.1,,0.8,0.6,1.4,0.123,,-0.5,0.4,-0.1,0.3
Paul Reed\reedpa01,C,22,PHI,33,253,16.9,0.491,0.096,0.137,15.2,16.4,15.8,7.7,4.5,4.6,9.4,15.2,,0.2,0.6,0.8,0.15,,-2.3,2.3,0,0.1
Naz Reid\reidna01,C,22,MIN,70,1110,17.9,0.592,0.337,0.323,8.9,17.7,13.2,8.8,1.5,5.8,12.7,21.3,,1.7,1.6,3.2,0.139,,0,0.7,0.7,0.7
Nick Richards\richani01,C,24,CHO,47,356,16,0.693,0,0.506,9,15.4,12.1,5.1,1.2,5.3,17.5,15,,0.6,0.3,1,0.131,,-2.4,0,-2.5,0
Josh Richardson\richajo01,SG,28,TOT,57,1390,12.5,0.565,0.444,0.205,3,9.3,6.2,9.5,1.6,1.8,9.7,17.4,,1.3,1.7,3.1,0.105,,-0.8,0.7,-0.1,0.7
Josh Richardson\richajo01,SG,28,BOS,44,1087,12.3,0.57,0.455,0.207,2.6,9.6,6.2,8.8,1.6,1.9,9.4,16.8,,1.1,1.5,2.6,0.114,,-1,1.1,0.2,0.6
Josh Richardson\richajo01,SG,28,SAS,13,303,13.1,0.547,0.414,0.198,4.4,8.1,6.2,12,1.6,1.4,10.6,19.6,,0.3,0.2,0.5,0.073,,-0.1,-0.8,-0.9,0.1
Austin Rivers\riverau01,SG,29,DEN,60,1317,7.8,0.549,0.667,0.118,1.7,6.7,4.2,8.7,1.8,0.4,12.7,12.9,,0.2,1,1.2,0.044,,-3.2,-0.3,-3.5,-0.5
Duncan Robinson\robindu01,SG,27,MIA,72,1898,10.4,0.566,0.853,0.086,1.4,9.9,5.7,9.4,1,0.7,7.6,17.9,,1.6,1.8,3.4,0.087,,-0.4,-0.4,-0.8,0.6
Justin Robinson\robinju01,PG,24,TOT,25,304,3.7,0.404,0.656,0.086,1.4,6,3.7,14.1,1.4,0.3,15,16,,-0.5,0.2,-0.3,-0.052,,-6.4,-1.3,-7.7,-0.4
Justin Robinson\robinju01,PG,24,MIL,17,198,4.4,0.415,0.649,0.035,1.1,5.7,3.5,13.8,1.9,0,16,14.9,,-0.3,0.1,-0.1,-0.028,,-6.2,-0.3,-6.6,-0.2
Justin Robinson\robinju01,PG,24,SAC,3,15,-13.4,0.125,0.375,0,0,7.4,3.6,17.2,0,0,11.1,25.7,,-0.1,0,-0.1,-0.455,,-18.4,-7.8,-26.2,-0.1
Justin Robinson\robinju01,PG,24,DET,5,91,5,0.457,0.75,0.214,2.3,6.2,4.2,14.4,0.5,1,14,16.8,,-0.1,0,-0.1,-0.039,,-4.7,-2.3,-7,-0.1
Mitchell Robinson\robinmi01,C,23,NYK,67,1694,20.8,0.723,0,0.527,16.8,19.6,18.2,3.1,1.5,6.8,12.5,11.5,,4.9,2.7,7.7,0.218,,1.1,1,2.1,1.7
Jeremiah Robinson-Earl\robinje02,C,21,OKC,44,1014,10.8,0.506,0.514,0.144,7.1,18.8,12.8,6.4,1.3,1.4,10.1,14.7,,0.2,1,1.2,0.057,,-2.4,-0.2,-2.6,-0.1
Isaiah Roby\robyis01,PF,23,OKC,37,710,17.5,0.602,0.284,0.341,8.5,15.4,11.9,11,1.9,3.2,10.5,17.9,,1.3,0.8,2.2,0.148,,-0.4,0.4,0,0.4
Rajon Rondo\rondora01,PG,35,TOT,35,635,10.2,0.485,0.479,0.158,2.4,14.5,8.6,31.2,2,0.8,26.6,16.5,,-0.3,0.8,0.4,0.032,,-2.8,0.8,-2,0
Rajon Rondo\rondora01,PG,35,LAL,18,289,6.6,0.383,0.423,0.028,3.7,14.4,9.1,29.9,2,1.5,32.1,15.7,,-0.6,0.3,-0.3,-0.05,,-4.8,0.4,-4.5,-0.2
Rajon Rondo\rondora01,PG,35,CLE,17,346,13.2,0.555,0.521,0.255,1.3,14.6,8.1,32.4,2,0.3,22.3,17.2,,0.3,0.5,0.7,0.101,,-1.1,1.1,0,0.2
Derrick Rose\rosede01,PG,33,NYK,26,636,17,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,,0.8,0.6,1.4,0.108,,2.4,-0.1,2.3,0.7
Terrence Ross\rosste01,SG,30,ORL,61,1413,10.2,0.516,0.472,0.231,1.5,10.2,5.8,12.5,1,0.8,11.2,20.6,,-0.5,0.8,0.4,0.012,,-2.5,-1.2,-3.7,-0.6
Terry Rozier\roziete01,SG,27,CHO,65,2212,17.7,0.57,0.513,0.153,2.3,11.2,6.7,19.2,1.8,1,7.4,23.3,,3.9,1.4,5.4,0.116,,2.6,-0.7,2,2.2
Ricky Rubio\rubiori01,PG,31,CLE,34,970,14.1,0.488,0.423,0.251,1.7,14,8,34.7,2.5,0.6,16.5,24.9,,-0.1,1.5,1.4,0.069,,-0.9,1.2,0.2,0.5
D'Angelo Russell\russeda01,PG,25,MIN,60,1918,16.7,0.545,0.533,0.234,1.3,10.2,5.7,33.6,1.4,1.1,13.1,25.2,,2.9,1.5,4.4,0.11,,2.6,-1.3,1.3,1.5
Domantas Sabonis\sabondo01,C-PF,25,TOT,62,2136,22.1,0.637,0.162,0.429,10.3,28.7,19.4,23.7,1.3,1.1,17.5,22.4,,5.4,2,7.4,0.166,,3.3,0.8,4.1,3.3
Domantas Sabonis\sabondo01,C,25,IND,47,1632,22.4,0.649,0.189,0.452,10.4,28.2,19.2,22.4,1.4,1.2,17.3,21.7,,4.5,1.5,6,0.175,,3.7,1,4.7,2.7
Domantas Sabonis\sabondo01,PF,25,SAC,15,504,21.1,0.603,0.084,0.366,9.8,30.4,19.9,27.9,1.2,0.9,18.1,24.3,,0.9,0.5,1.4,0.134,,1.8,0.4,2.2,0.5
Olivier Sarr\sarrol01,C,22,OKC,17,269,10.8,0.611,0.276,0.259,8.2,13.1,10.7,7.2,0.7,2.8,17.8,12.6,,0.2,0.2,0.4,0.08,,-4.4,-1.4,-5.8,-0.3
Tomáš Satoranský\satorto01,SG,30,TOT,46,702,9,0.446,0.287,0.293,3.6,11.2,7.4,21,1.8,0.5,16.3,12.5,,0.1,0.5,0.6,0.04,,-4.1,0,-4.2,-0.4
Tomáš Satoranský\satorto01,SG,30,NOP,32,481,6.5,0.373,0.29,0.234,4.1,10.7,7.3,20.7,1.4,0.2,16.3,12.6,,-0.3,0.3,0,-0.001,,-5,-0.5,-5.6,-0.4
Tomáš Satoranský\satorto01,SG,30,SAS,1,9,12.9,0.852,,,0,11.8,5.8,0,0,0,0,8.2,,0,0,0,0.199,,-0.2,-1.8,-1.9,0
Tomáš Satoranský\satorto01,SG,30,WAS,13,212,14.3,0.605,0.279,0.349,2.6,12.3,7.5,22.6,2.8,1.2,16.8,12.5,,0.4,0.2,0.6,0.127,,-2.3,1.2,-1,0.1
Jordan Schakel\schakjo01,SG,23,WAS,2,14,-10.5,0,0.5,0,16,7.8,11.8,0,0,0,0,19.1,,-0.1,0,-0.1,-0.391,,-12.2,-8.5,-20.7,-0.1
Admiral Schofield\schofad01,SF,24,ORL,33,372,7.6,0.538,0.604,0.125,3.7,15.7,9.7,8.7,0.5,1.2,13.6,13.6,,0,0.3,0.3,0.034,,-4.3,-1,-5.2,-0.3
Dennis Schröder\schrode01,SG-PG,28,TOT,64,1837,13.2,0.539,0.345,0.254,2,10.4,6.3,24.5,1.4,0.4,15.1,22.6,,1.1,1.9,3,0.078,,-1.4,-0.5,-2,0
Dennis Schröder\schrode01,SG,28,BOS,49,1433,13.7,0.543,0.329,0.248,2.1,10,6.2,22.3,1.4,0.3,13.8,23.2,,1,1.8,2.8,0.094,,-1.2,-0.1,-1.3,0.3
Dennis Schröder\schrode01,PG,28,HOU,15,404,11.6,0.519,0.414,0.279,1.6,12,6.8,32.2,1.4,0.7,19.9,20.6,,0.1,0.1,0.2,0.021,,-2.5,-2,-4.4,-0.3
Tre Scott\scotttr01,SF,25,CLE,2,11,20.5,0.5,0.167,0,10.3,9.8,10,0,4.5,8.1,0,24.1,,0,0,0,0.143,,-4.8,1.9,-3,0
Jay Scrubb\scrubja01,SG,21,LAC,18,121,9.4,0.486,0.457,0.217,1.8,11.9,7,9.8,1.6,2.1,12.2,20.8,,-0.1,0.1,0,0,,-4.4,-0.5,-4.9,-0.1
Wayne Selden\seldewa01,SG,27,NYK,3,19,4.3,0.434,0.5,1,0,5.8,2.8,7.2,0,0,0,13.3,,0,0,0,0.013,,-4.2,-1.7,-6,0
